OBJECTID,GEOID,TRACTCE,HUD_QCT,spa,sup_dist,Shape__Area,Shape__Length
566,06037407801,407801,No,SPA 3 - San Gabriel,District 1,11539222.8710938,13057.7093956399
567,06037407802,407802,No,SPA 3 - San Gabriel,District 1,33726071.4228516,31272.8593987177
568,06037408005,408005,No,SPA 3 - San Gabriel,District 1,39660738.5644531,26830.8286112294
569,06037408140,408140,No,SPA 3 - San Gabriel,District 1,9877056.91992188,13479.8020024655
570,06037408141,408141,No,SPA 3 - San Gabriel,District 1,12067254.7265625,17202.7484824093
571,06037406701,406701,No,SPA 3 - San Gabriel,District 1,10150061.4492188,13656.7109783237
572,06037108104,108104,No,SPA 2 - San Fernando,District 3,8890331.62207031,14765.7392079181
573,06037111100,111100,No,SPA 2 - San Fernando,District 3,11400603.0742188,13561.9651441316
574,06037111201,111201,No,SPA 2 - San Fernando,District 3,20587432.4355469,25205.245882686
575,06037111202,111202,No,SPA 2 - San Fernando,District 3,20091109.9980469,20759.9587898624
576,06037111204,111204,No,SPA 2 - San Fernando,District 3,35639214.6914063,25934.6482459908
577,06037111301,111301,No,SPA 2 - San Fernando,District 3,21540406.7119141,21396.4195295305
578,06037111302,111302,No,SPA 2 - San Fernando,District 3,16712782.2734375,17844.482438088
579,06037127920,127920,Yes,SPA 2 - San Fernando,District 3,6982234.68261719,10569.2063717808
580,06037128210,128210,Yes,SPA 2 - San Fernando,District 3,5919273.86523438,9764.43827507086
581,06037128303,128303,Yes,SPA 2 - San Fernando,District 3,4455356.35644531,9765.85927024384
582,06037128400,128400,No,SPA 2 - San Fernando,District 3,18576565.2197266,22571.8202683221
583,06037128500,128500,No,SPA 2 - San Fernando,District 3,10481214.3525391,13224.6566382434
584,06037128702,128702,No,SPA 2 - San Fernando,District 3,17876286.1328125,17024.2247837017
585,06037123304,123304,Yes,SPA 2 - San Fernando,District 3,9461746.23632813,13423.346683201
586,06037400900,400900,No,SPA 3 - San Gabriel,District 5,21172235.4667969,21205.6836926213
587,06037408504,408504,No,SPA 3 - San Gabriel,District 1,15262251.0371094,18598.8561907036
588,06037111400,111400,No,SPA 2 - San Fernando,District 3,19502863.3945313,18135.2996770906
589,06037109800,109800,No,SPA 2 - San Fernando,District 3,15061830.2587891,16580.2293758133
590,06037123510,123510,No,SPA 2 - San Fernando,District 3,8594034.88769531,12270.6735706634
591,06037123520,123520,No,SPA 2 - San Fernando,District 3,5498216.37109375,12490.8740658401
592,06037123601,123601,No,SPA 2 - San Fernando,District 3,16494226.6318359,18301.2828578181
593,06037123700,123700,No,SPA 2 - San Fernando,District 3,10250472.0390625,13103.9364375054
594,06037123800,123800,No,SPA 2 - San Fernando,District 3,13885037.9433594,17448.997289739
595,06037401001,401001,No,SPA 3 - San Gabriel,District 5,15605775.0830078,15802.9951081394
596,06037401002,401002,No,SPA 3 - San Gabriel,District 5,15859141.8886719,15902.4227119461
597,06037401101,401101,No,SPA 3 - San Gabriel,District 5,32453996.4824219,25073.8396379167
598,06037401102,401102,No,SPA 3 - San Gabriel,District 5,13800316.5439453,15934.9659189947
599,06037403322,403322,No,SPA 3 - San Gabriel,District 1,24968198.8232422,27237.21903659
600,06037113211,113211,No,SPA 2 - San Fernando,District 3,78395455.0996094,37917.3610190754
601,06037113212,113212,No,SPA 2 - San Fernando,District 3,10747373.6435547,14207.1399019637
602,06037128910,128910,No,SPA 2 - San Fernando,District 3,14388227.7695313,17404.4220380004
603,06037131010,131010,No,SPA 2 - San Fernando,District 3,11480925.2080078,14570.7129457897
604,06037131020,131020,No,SPA 2 - San Fernando,District 3,15552365.3515625,17611.1573254854
605,06037131100,131100,No,SPA 2 - San Fernando,District 3,11859204.3544922,14177.7719378335
606,06037131200,131200,No,SPA 2 - San Fernando,District 3,12145358.9550781,14480.9908774043
607,06037403323,403323,No,SPA 3 - San Gabriel,District 1,32469319.3720703,25232.240381207
608,06037403324,403324,No,SPA 3 - San Gabriel,District 1,100695034.529297,48363.7662046861
609,06037406300,406300,No,SPA 3 - San Gabriel,District 1,54704421.4521484,31800.2750010083
610,06037406402,406402,No,SPA 3 - San Gabriel,District 1,10534654.6123047,15923.4317551214
611,06037241202,241202,Yes,SPA 6 - South,District 2,12521418.9804688,14033.8084494257
612,06037406500,406500,No,SPA 3 - San Gabriel,District 1,22027097.5078125,20253.8311087277
613,06037406601,406601,No,SPA 3 - San Gabriel,District 1,21185200.5712891,18624.1735152957
614,06037572100,572100,No,SPA 8 - South Bay,District 4,8496705.34667969,13673.2863298402
615,06037262501,262501,No,SPA 5 - West,District 3,17635346.3330078,19927.6726953866
616,06037264103,264103,No,SPA 5 - West,District 3,2481293.70605469,7370.4708771455
617,06037239702,239702,Yes,SPA 6 - South,District 2,5234332.89648438,10063.5995137244
618,06037239802,239802,Yes,SPA 6 - South,District 2,6560208.96484375,11250.575607642
619,06037265601,265601,No,SPA 5 - West,District 3,6706904.14160156,11465.5635587522
620,06037461501,461501,No,SPA 3 - San Gabriel,District 5,10807053.5195313,13636.9044492987
621,06037650605,650605,No,SPA 8 - South Bay,District 4,5251352.70800781,9226.06648440857
622,06037900508,900508,Yes,SPA 1 - Antelope Valley,District 5,42899843.5058594,26702.9364838195
623,06037901008,901008,No,SPA 1 - Antelope Valley,District 5,28869379.2802734,21521.0803922009
624,06037106649,106649,No,SPA 2 - San Fernando,District 3,11975572.9433594,20764.1805146029
625,06037108202,108202,No,SPA 2 - San Fernando,District 3,64576214.1826172,36432.1609857473
626,06037102104,102104,No,SPA 2 - San Fernando,District 5,17851107.0527344,27555.4662841332
627,06037408706,408706,No,SPA 3 - San Gabriel,District 1,14044665.1835938,17808.4866829772
628,06037408722,408722,No,SPA 3 - San Gabriel,District 1,22664852.1640625,21725.9876071067
629,06037113237,113237,No,SPA 2 - San Fernando,District 3,51094888.5019531,36474.9996431537
630,06037542105,542105,Yes,SPA 6 - South,District 2,6711581.8671875,12028.2817326775
631,06037542106,542106,Yes,SPA 6 - South,District 2,9421179.44140625,17421.8878757915
632,06037408505,408505,No,SPA 3 - San Gabriel,District 1,21423470.5966797,22179.9852429048
633,06037408631,408631,No,SPA 3 - San Gabriel,District 1,15999105.4804688,16709.4249614838
634,06037190401,190401,No,SPA 4 - Metro,District 1,1796752.67578125,5352.448943439
635,06037190402,190402,Yes,SPA 4 - Metro,District 1,1691439.60546875,5221.39163021909
636,06037190801,190801,Yes,SPA 4 - Metro,District 3,3489474.25390625,7925.32966220571
637,06037207302,207302,Yes,SPA 4 - Metro,District 1,2757154.87304688,8248.64599341301
638,06037207501,207501,No,SPA 4 - Metro,District 1,1445854.24707031,4896.76557892055
639,06037208501,208501,No,SPA 4 - Metro,District 1,2617928.32910156,6561.56983366808
640,06037185203,185203,Yes,SPA 4 - Metro,District 1,5898371.52636719,11951.0122468543
641,06037433200,433200,No,SPA 3 - San Gabriel,District 1,19102025.4257813,22173.1935123275
642,06037433302,433302,Yes,SPA 3 - San Gabriel,District 1,9239720.39160156,17001.2005387371
643,06037433401,433401,Yes,SPA 3 - San Gabriel,District 1,5425933.65527344,10149.5139870501
644,06037433403,433403,Yes,SPA 3 - San Gabriel,District 1,7607603.05273438,11940.532308969
645,06037433501,433501,Yes,SPA 3 - San Gabriel,District 1,12787811.9375,14505.9800938335
646,06037185204,185204,No,SPA 4 - Metro,District 1,10373393.5527344,17364.3684340471
647,06037211121,211121,No,SPA 4 - Metro,District 2,2302581.125,7588.94333994461
648,06037211202,211202,Yes,SPA 4 - Metro,District 2,1928500.75488281,5559.51969355688
649,06037577604,577604,No,SPA 8 - South Bay,District 4,16450217.9267578,29070.5220841832
650,06037462500,462500,No,SPA 3 - San Gabriel,District 5,27635917.3271484,31260.4297211993
651,06037462700,462700,No,SPA 3 - San Gabriel,District 5,18034578.6064453,17736.3138591413
652,06037462800,462800,No,SPA 3 - San Gabriel,District 5,12134278.4648438,15312.6227570134
653,06037462900,462900,No,SPA 3 - San Gabriel,District 5,25495232.4511719,21323.8100045047
654,06037463000,463000,No,SPA 3 - San Gabriel,District 5,19554149.1347656,18108.5787657127
655,06037910505,910505,No,SPA 1 - Antelope Valley,District 5,17334259.8427734,23279.6950281828
656,06037291120,291120,No,SPA 8 - South Bay,District 2,7550919.828125,10995.4305075285
657,06037480600,480600,No,SPA 3 - San Gabriel,District 5,25430083.6455078,28805.4597684831
658,06037480702,480702,No,SPA 3 - San Gabriel,District 5,23422547.5097656,22328.5004484805
659,06037480703,480703,No,SPA 3 - San Gabriel,District 5,12218482.6123047,22394.6062956395
660,06037910207,910207,No,SPA 1 - Antelope Valley,District 5,47716277.453125,33273.7598293128
661,06037910208,910208,No,SPA 1 - Antelope Valley,District 5,35577152.2236328,26669.0377430144
662,06037910209,910209,No,SPA 1 - Antelope Valley,District 5,31568624.4501953,28996.520426992
663,06037267902,267902,No,SPA 5 - West,District 3,8374980.45019531,12865.324511812
664,06037269601,269601,No,SPA 5 - West,District 3,3591419.08007813,7574.31564053084
665,06037269903,269903,No,SPA 5 - West,District 3,3055079.35351563,7708.02028407499
666,06037269904,269904,No,SPA 5 - West,District 3,3631243.41894531,9020.3915179616
667,06037269905,269905,No,SPA 5 - West,District 3,2562120.99804688,8317.56997258175
668,06037271902,271902,No,SPA 5 - West,District 3,9948084.65527344,12748.8599726212
669,06037272201,272201,No,SPA 5 - West,District 3,2798671.17480469,6700.25079792754
670,06037272202,272202,No,SPA 5 - West,District 3,3332333.62988281,8785.83181978402
671,06037273402,273402,No,SPA 5 - West,District 3,10869450.3115234,13804.9973260032
672,06037535902,535902,No,SPA 7 - East,District 4,10904590.3798828,13541.4036455276
673,06037601303,601303,No,SPA 8 - South Bay,District 2,4719524.78808594,8901.57121247332
674,06037532606,532606,Yes,SPA 7 - East,District 4,3000929.64746094,7849.60100521162
675,06037226700,226700,Yes,SPA 6 - South,District 2,8425204.41796875,12152.9510793982
676,06037271801,271801,No,SPA 5 - West,District 3,5165916.65722656,9610.55195120519
677,06037221810,221810,Yes,SPA 6 - South,District 2,3275832.7421875,7474.75466563932
678,06037203200,203200,Yes,SPA 4 - Metro,District 1,5553914.73339844,10214.8902628595
679,06037262400,262400,No,SPA 5 - West,District 3,121292178.058594,75093.0314991844
680,06037209402,209402,Yes,SPA 4 - Metro,District 1,1466391.25097656,4849.91368301447
681,06037212305,212305,Yes,SPA 4 - Metro,District 2,1163116.72558594,4358.27139192061
682,06037433602,433602,Yes,SPA 3 - San Gabriel,District 1,10348831.8505859,16281.0259155538
683,06037406411,406411,No,SPA 3 - San Gabriel,District 1,8066015.35449219,14436.3039598761
684,06037480704,480704,No,SPA 3 - San Gabriel,District 5,11510635.3681641,17632.2819535954
685,06037480802,480802,No,SPA 3 - San Gabriel,District 1,18440723.1376953,19036.0399305036
686,06037211804,211804,Yes,SPA 4 - Metro,District 2,2001609.59667969,5672.18328518178
687,06037212101,212101,No,SPA 4 - Metro,District 2,1999680.47363281,5670.09822199007
688,06037212102,212102,Yes,SPA 4 - Metro,District 2,1492445.90527344,4902.63256239038
689,06037214503,214503,No,SPA 4 - Metro,District 2,2500554.18847656,6988.64948341831
690,06037214901,214901,No,SPA 4 - Metro,District 3,3365544.29101563,7399.9057815285
691,06037234901,234901,Yes,SPA 6 - South,District 2,3502786.04296875,7934.90032859102
692,06037239801,239801,Yes,SPA 6 - South,District 2,3990942.24414063,9960.99727639019
693,06037553504,553504,No,SPA 6 - South,District 4,6875133.49902344,13797.8714043777
694,06037554104,554104,No,SPA 7 - East,District 4,3923471.14160156,8396.20622620788
695,06037554105,554105,Yes,SPA 7 - East,District 4,3629641.76660156,10099.873951788
696,06037554203,554203,No,SPA 7 - East,District 4,7366132.40527344,13835.198824307
697,06037554204,554204,No,SPA 7 - East,District 4,7097729.20410156,12961.7900426026
698,06037554301,554301,No,SPA 7 - East,District 4,7272514.62304688,14242.7440568783
699,06037554302,554302,No,SPA 7 - East,District 4,7730480.19726563,11169.9236038513
700,06037480901,480901,No,SPA 3 - San Gabriel,District 1,10240590.0498047,12999.1003984199
701,06037261102,261102,No,SPA 5 - West,District 3,85597991.7050781,56904.4443827073
702,06037401704,401704,No,SPA 3 - San Gabriel,District 1,19499098.1865234,19604.8827571512
703,06037189800,189800,No,SPA 4 - Metro,District 3,7854607.15136719,12683.0480553102
704,06037191204,191204,No,SPA 4 - Metro,District 1,2164426.84472656,5918.99751381141
705,06037143901,143901,No,SPA 2 - San Fernando,District 3,56976920.5068359,42046.8519395807
706,06037139802,139802,No,SPA 2 - San Fernando,District 3,65411694.2021484,46887.6014811627
707,06037125320,125320,Yes,SPA 2 - San Fernando,District 5,6807474.74902344,13141.2547500898
708,06037460700,460700,No,SPA 2 - San Fernando,District 5,80133596.0703125,45159.9216083953
709,06037123010,123010,Yes,SPA 2 - San Fernando,District 3,10933727.9541016,13636.3942334718
710,06037134720,134720,No,SPA 2 - San Fernando,District 3,10650527.6259766,13301.314080594
711,06037131800,131800,No,SPA 2 - San Fernando,District 3,14159859.2441406,15914.7990297672
712,06037920034,920034,No,SPA 2 - San Fernando,District 5,97010167.1894531,45095.5874754146
713,06037920107,920107,No,SPA 2 - San Fernando,District 5,122825386.272461,77933.9610474049
714,06037910808,910808,No,SPA 2 - San Fernando,District 5,115895257.830078,62389.120326667
715,06037224310,224310,Yes,SPA 4 - Metro,District 1,1946036.56347656,6759.46035359243
716,06037113231,113231,No,SPA 2 - San Fernando,District 3,44549801.9433594,42855.2308585903
717,06037408703,408703,No,SPA 3 - San Gabriel,District 1,183886709.143555,70628.529088963
718,06037300800,300800,No,SPA 2 - San Fernando,District 5,66048065.4443359,46582.4126143933
719,06037143602,143602,No,SPA 2 - San Fernando,District 5,13118472.8242188,16731.1607044644
720,06037430901,430901,No,SPA 3 - San Gabriel,District 5,12533248.1533203,14932.6049618909
721,06037186100,186100,No,SPA 4 - Metro,District 1,14501609.0556641,21971.5051220163
722,06037301206,301206,No,SPA 2 - San Fernando,District 5,8916582.4921875,13372.3131346519
723,06037542103,542103,Yes,SPA 6 - South,District 2,6150117.53808594,11371.5420548065
724,06037910811,910811,No,SPA 1 - Antelope Valley,District 5,3485644093.90918,477860.509413158
725,06037293307,293307,Yes,SPA 8 - South Bay,District 4,3645874.15527344,9163.04076938769
726,06037533502,533502,No,SPA 7 - East,District 4,2521318.29882813,6451.91531919889
727,06037402402,402402,No,SPA 3 - San Gabriel,District 1,57569825.0361328,43755.8806069244
728,06037209810,209810,Yes,SPA 4 - Metro,District 1,1612737.6640625,5415.90695810918
729,06037117404,117404,No,SPA 2 - San Fernando,District 3,19003850.0859375,17700.6526594739
730,06037123203,123203,Yes,SPA 2 - San Fernando,District 3,6324538.2109375,12755.8729622344
731,06037550000,550000,No,SPA 7 - East,District 4,8401102.09082031,14579.4286176618
732,06037237600,237600,Yes,SPA 6 - South,District 2,5422351.28613281,9469.49549827177
733,06037204410,204410,Yes,SPA 4 - Metro,District 1,3195515.68847656,7602.19593878508
734,06037296220,296220,Yes,SPA 8 - South Bay,District 4,5774259.2265625,9598.06029390253
735,06037228500,228500,Yes,SPA 6 - South,District 2,4831913.34375,9216.9806048702
736,06037800102,800102,No,SPA 2 - San Fernando,District 3,567363709.304688,156388.152262637
737,06037183810,183810,Yes,SPA 4 - Metro,District 1,4896661.99023438,10289.0665648556
738,06037480101,480101,No,SPA 3 - San Gabriel,District 5,12236218.3027344,14642.82934816
739,06037460501,460501,No,SPA 2 - San Fernando,District 5,81310388.3173828,60139.2672488852
740,06037920314,920314,No,SPA 2 - San Fernando,District 5,122265290.075195,52986.6463277195
741,06037575803,575803,Yes,SPA 8 - South Bay,District 4,2148618.94824219,6905.1988521598
742,06037621201,621201,No,SPA 8 - South Bay,District 2,17615441.8066406,17409.0111945815
743,06037930200,930200,No,SPA 3 - San Gabriel,District 5,3285317854.05469,459783.187928735
744,06037131400,131400,No,SPA 2 - San Fernando,District 3,11916305.2919922,14307.2213231139
745,06037131600,131600,No,SPA 2 - San Fernando,District 3,23580893.5458984,19437.3202677598
746,06037131900,131900,No,SPA 2 - San Fernando,District 3,14188183.7919922,15934.6498012558
747,06037554405,554405,No,SPA 7 - East,District 4,8240568.98242188,11740.7949420786
748,06037262303,262303,No,SPA 5 - West,District 3,28139675.0458984,29228.9626830496
749,06037191410,191410,Yes,SPA 4 - Metro,District 1,3351636.21386719,7438.63777728712
750,06037800101,800101,No,SPA 2 - San Fernando,District 3,87143327.6982422,55793.3745142121
751,06037541606,541606,Yes,SPA 6 - South,District 2,3669628.63476563,8096.70647494251
752,06037234800,234800,No,SPA 6 - South,District 2,7041768.87988281,10614.4641534404
753,06037500600,500600,No,SPA 7 - East,District 4,12649051.1298828,14784.235859381
754,06037701100,701100,No,SPA 5 - West,District 3,27238850.3125,28243.1545454177
755,06037141600,141600,No,SPA 2 - San Fernando,District 3,41427680.0244141,37290.6519781671
756,06037302103,302103,No,SPA 2 - San Fernando,District 5,5927468.93652344,9560.52287906588
757,06037570601,570601,No,SPA 8 - South Bay,District 4,8401349.31152344,12356.3285645949
758,06037980021,980021,No,SPA 2 - San Fernando,District 5,74757777.2373047,51403.146832649
759,06037211802,211802,No,SPA 4 - Metro,District 2,3502699.25292969,7938.572086419
760,06037262100,262100,No,SPA 5 - West,District 3,94415490.90625,70340.3787544703
761,06037191720,191720,Yes,SPA 4 - Metro,District 3,2845123.18359375,6946.31644524517
762,06037194300,194300,No,SPA 4 - Metro,District 3,26597838.359375,35303.6355058012
763,06037122420,122420,No,SPA 2 - San Fernando,District 3,9285562.21777344,12386.8044016798
764,06037128220,128220,Yes,SPA 2 - San Fernando,District 3,5979977.1015625,10040.0531732779
765,06037189903,189903,No,SPA 4 - Metro,District 3,903803.506835938,4148.74563380943
766,06037194101,194101,No,SPA 4 - Metro,District 3,27368960.7871094,33899.9521768809
767,06037111205,111205,No,SPA 2 - San Fernando,District 3,12474960.5048828,14717.2703286386
768,06037265602,265602,No,SPA 5 - West,District 3,3615573.0390625,9281.12915178311
769,06037115403,115403,No,SPA 2 - San Fernando,District 3,7574458.01855469,11112.5969812925
770,06037297201,297201,No,SPA 8 - South Bay,District 4,4348887.16796875,8280.5321659166
771,06037603802,603802,No,SPA 8 - South Bay,District 2,6790503.37695313,10519.0736169634
772,06037125502,125502,No,SPA 2 - San Fernando,District 5,5628290.5546875,9622.55792101008
773,06037127103,127103,No,SPA 2 - San Fernando,District 3,3078754.60058594,7541.24723481974
774,06037127603,127603,Yes,SPA 2 - San Fernando,District 3,4643287.94824219,9725.94419222603
775,06037127711,127711,No,SPA 2 - San Fernando,District 3,10199682.6191406,13542.4695117941
776,06037127803,127803,Yes,SPA 2 - San Fernando,District 3,6897617.45703125,10521.7460228037
777,06037127806,127806,Yes,SPA 2 - San Fernando,District 3,7353227.47460938,13484.5344955601
778,06037128101,128101,No,SPA 2 - San Fernando,District 3,6984191.91113281,10570.7579777431
779,06037128601,128601,Yes,SPA 2 - San Fernando,District 3,7339199.21484375,13840.6277976153
780,06037128602,128602,No,SPA 2 - San Fernando,District 3,12209208.0849609,14527.2149268205
781,06037128802,128802,No,SPA 2 - San Fernando,District 3,10452750.6953125,13223.9631086458
782,06037131702,131702,No,SPA 2 - San Fernando,District 3,7771788.11328125,11185.6899899915
783,06037132002,132002,No,SPA 2 - San Fernando,District 3,17223431.1572266,21045.8260237109
784,06037132101,132101,No,SPA 2 - San Fernando,District 3,8723825.91015625,11887.8822875779
785,06037273502,273502,No,SPA 5 - West,District 3,8467459.02636719,13268.0522948615
786,06037273902,273902,No,SPA 5 - West,District 3,12815473.2558594,16397.5668131055
787,06037275102,275102,No,SPA 5 - West,District 2,6715142.63085938,12213.6060506513
788,06037275603,275603,No,SPA 5 - West,District 2,11066320.7080078,16740.9784273848
789,06037461502,461502,Yes,SPA 3 - San Gabriel,District 5,12620646.296875,14633.5239294524
790,06037461901,461901,No,SPA 3 - San Gabriel,District 5,9458522.91796875,13427.5430613022
791,06037461902,461902,No,SPA 3 - San Gabriel,District 5,8990892.60546875,12376.6518822359
792,06037462002,462002,Yes,SPA 3 - San Gabriel,District 5,5505805.32128906,10785.632108859
793,06037462201,462201,Yes,SPA 3 - San Gabriel,District 5,5778266.18164063,9688.13234429451
794,06037462202,462202,No,SPA 3 - San Gabriel,District 5,6116369.42773438,9952.68578016886
795,06037462301,462301,No,SPA 3 - San Gabriel,District 5,6807546.49902344,10725.2873947202
796,06037231720,231720,Yes,SPA 6 - South,District 2,5083179.13085938,9121.12455477846
797,06037403317,403317,No,SPA 3 - San Gabriel,District 1,41350863.0771484,34684.4729205192
798,06037212410,212410,No,SPA 4 - Metro,District 2,1691952.96289063,5550.69662373208
799,06037127102,127102,No,SPA 2 - San Fernando,District 3,9248440.2109375,12299.365030024
800,06037482201,482201,Yes,SPA 3 - San Gabriel,District 1,8323581.80859375,12012.8017432352
801,06037482202,482202,No,SPA 3 - San Gabriel,District 1,6962713.65136719,10558.1205944815
802,06037482301,482301,Yes,SPA 3 - San Gabriel,District 1,9403222.56640625,17402.049222543
803,06037482303,482303,No,SPA 3 - San Gabriel,District 1,10582531.0283203,15134.9424260585
804,06037462302,462302,No,SPA 3 - San Gabriel,District 5,7544740.25683594,11249.3392479867
805,06037463602,463602,No,SPA 3 - San Gabriel,District 5,9984033.72460938,12758.1960596541
806,06037554513,554513,No,SPA 7 - East,District 4,6101690.93261719,10491.8255718181
807,06037262200,262200,No,SPA 5 - West,District 3,92227608.3945313,52227.5208006005
808,06037297110,297110,Yes,SPA 8 - South Bay,District 4,5248010.81152344,9163.59606945181
809,06037400603,400603,No,SPA 3 - San Gabriel,District 1,98990378.0097656,65079.0986413665
810,06037402200,402200,No,SPA 3 - San Gabriel,District 1,60858193.8037109,41023.8295222836
811,06037403325,403325,No,SPA 3 - San Gabriel,District 1,169048628.989258,81639.336227968
812,06037403802,403802,No,SPA 3 - San Gabriel,District 5,14034817.9599609,16185.9718035443
813,06037406412,406412,No,SPA 3 - San Gabriel,District 1,13127074.6240234,15536.1381102932
814,06037408623,408623,No,SPA 3 - San Gabriel,District 1,10265121.2382813,13101.8262035131
815,06037430801,430801,No,SPA 3 - San Gabriel,District 5,18401605.7392578,17780.5050643478
816,06037482304,482304,Yes,SPA 3 - San Gabriel,District 1,6667529.98242188,12904.7038821072
817,06037482401,482401,No,SPA 3 - San Gabriel,District 1,9031482.61816406,12471.2249896172
818,06037482402,482402,No,SPA 3 - San Gabriel,District 1,37427772.6347656,36870.3974927642
819,06037554406,554406,No,SPA 7 - East,District 4,11876860.7197266,15944.1398933032
820,06037701902,701902,No,SPA 5 - West,District 3,24007267.4169922,19730.8875748571
821,06037702102,702102,No,SPA 5 - West,District 3,12217142.78125,15838.0718126308
822,06037431501,431501,No,SPA 3 - San Gabriel,District 5,11230799.5585938,15332.3626946704
823,06037431502,431502,No,SPA 3 - San Gabriel,District 5,21972111.1972656,22261.5119022887
824,06037433304,433304,Yes,SPA 3 - San Gabriel,District 1,8499646.75097656,12749.0774072882
825,06037433305,433305,Yes,SPA 3 - San Gabriel,District 1,5510063.35351563,12378.720393957
826,06037433306,433306,No,SPA 3 - San Gabriel,District 1,4674828.83007813,12132.8118916096
827,06037482503,482503,No,SPA 3 - San Gabriel,District 1,7854059.75878906,11316.1760828928
828,06037482521,482521,No,SPA 3 - San Gabriel,District 1,16644079.1865234,18967.9909721506
829,06037482522,482522,No,SPA 7 - East,District 1,17672857.6240234,19097.2157034912
830,06037433402,433402,Yes,SPA 3 - San Gabriel,District 1,6152148.53515625,10182.8893274184
831,06037480011,480011,No,SPA 3 - San Gabriel,District 5,12124517.5039063,14209.2258743384
832,06037481711,481711,Yes,SPA 3 - San Gabriel,District 1,4815034.21289063,8919.16458594452
833,06037501700,501700,No,SPA 7 - East,District 4,14986769.3710938,17080.8862773785
834,06037531101,531101,Yes,SPA 7 - East,District 1,7530326.765625,12294.5093377942
835,06037533105,533105,Yes,SPA 7 - East,District 4,2054755.60644531,5798.47327420876
836,06037533701,533701,Yes,SPA 7 - East,District 4,4310664.296875,8283.83948984276
837,06037541500,541500,No,SPA 6 - South,District 2,8731007.71289063,12915.2553528443
838,06037552601,552601,No,SPA 7 - East,District 4,7657744.43457031,11109.5332498047
839,06037554517,554517,No,SPA 7 - East,District 4,14220926.546875,15892.0776667272
840,06037117302,117302,No,SPA 2 - San Fernando,District 3,22083888.6191406,26192.5866419757
841,06037117303,117303,No,SPA 2 - San Fernando,District 3,19379948.1787109,18107.4786199202
842,06037117520,117520,Yes,SPA 2 - San Fernando,District 3,3505710.38769531,7772.5639543089
843,06037482600,482600,No,SPA 3 - San Gabriel,District 1,30615913.3222656,24716.7098502838
844,06037482701,482701,No,SPA 3 - San Gabriel,District 1,13232854.8056641,25370.9217099842
845,06037570702,570702,No,SPA 7 - East,District 4,7282987.51953125,11039.5012307282
846,06037572500,572500,Yes,SPA 8 - South Bay,District 4,6380483.73925781,10650.1261222441
847,06037132102,132102,No,SPA 2 - San Fernando,District 3,14759859.3115234,18876.3353626708
848,06037132501,132501,No,SPA 2 - San Fernando,District 3,7575496.59472656,11038.7381588851
849,06037132502,132502,No,SPA 2 - San Fernando,District 3,6724907.02441406,10978.7455439992
850,06037134002,134002,No,SPA 2 - San Fernando,District 3,8110430.30175781,13626.2432118502
851,06037134423,134423,No,SPA 2 - San Fernando,District 3,16866275.1552734,18426.953333838
852,06037134904,134904,No,SPA 2 - San Fernando,District 3,11191145.484375,15680.8405837829
853,06037137104,137104,No,SPA 2 - San Fernando,District 3,27605172.1972656,23404.4055803474
854,06037139001,139001,No,SPA 2 - San Fernando,District 3,13344180.1474609,17734.5721919359
855,06037139402,139402,No,SPA 2 - San Fernando,District 3,26304322.7099609,28597.9891849559
856,06037480303,480303,No,SPA 3 - San Gabriel,District 1,4861184.04589844,8952.41874729906
857,06037910210,910210,No,SPA 1 - Antelope Valley,District 5,34109937.0566406,25228.4340209441
858,06037910712,910712,No,SPA 1 - Antelope Valley,District 5,22286647.6347656,19254.7095466474
859,06037910713,910713,No,SPA 1 - Antelope Valley,District 5,21484164.7265625,20133.9136366726
860,06037920045,920045,No,SPA 2 - San Fernando,District 5,20125039.8291016,19934.1207025707
861,06037980001,980001,No,SPA 2 - San Fernando,District 5,24918148.0322266,22751.7140174863
862,06037980002,980002,No,SPA 8 - South Bay,District 2,75164824.9882813,37881.6809102619
863,06037980004,980004,No,SPA 1 - Antelope Valley,District 5,486647531.004883,93074.9967344725
864,06037574700,574700,No,SPA 8 - South Bay,District 4,4530271.59082031,8499.69003516222
865,06037575103,575103,No,SPA 8 - South Bay,District 4,5194416.29101563,9203.14413122467
866,06037575202,575202,Yes,SPA 8 - South Bay,District 4,4350140.50683594,9234.07327009354
867,06037980023,980023,No,SPA 2 - San Fernando,District 3,56181187.2001953,39864.5203848255
868,06037980028,980028,No,SPA 5 - West,District 2,211703723.160156,85819.2348035388
869,06037601002,601002,No,SPA 8 - South Bay,District 2,6816443.24707031,11226.457948167
870,06037603102,603102,No,SPA 8 - South Bay,District 2,8027763.234375,11372.6907088152
871,06037620521,620521,No,SPA 8 - South Bay,District 2,6934763.33984375,10531.0130717349
872,06037670702,670702,No,SPA 8 - South Bay,District 4,73119915.2119141,61528.8291012188
873,06037900701,900701,Yes,SPA 1 - Antelope Valley,District 5,22535922.3359375,19147.7042792331
874,06037901205,901205,No,SPA 1 - Antelope Valley,District 5,530629685.479492,95160.027761561
875,06037910709,910709,No,SPA 1 - Antelope Valley,District 5,157706746.852539,63838.3899175068
876,06037910810,910810,No,SPA 2 - San Fernando,District 5,256559857.4375,72142.1809588429
877,06037920032,920032,No,SPA 2 - San Fernando,District 5,132564927.75293,53707.1968970467
878,06037920043,920043,No,SPA 2 - San Fernando,District 5,201156446.005859,67360.6422765065
