OBJECTID,GEOID,TRACTCE,HUD_QCT,spa,sup_dist,Shape__Area,Shape__Length
1,06037137504,137504,No,SPA 2 - San Fernando,District 3,41305116.3925781,32874.7738747659
2,06037138000,138000,No,SPA 2 - San Fernando,District 3,48135943.0859375,31253.1303791812
3,06037139200,139200,No,SPA 2 - San Fernando,District 3,12399623.9150391,14017.0962448827
4,06037143200,143200,No,SPA 2 - San Fernando,District 5,10301572.9580078,14060.067521745
5,06037143300,143300,No,SPA 2 - San Fernando,District 5,17811684.8457031,19899.8245820909
6,06037201301,201301,Yes,SPA 4 - Metro,District 1,9323296.5390625,19559.4357566334
7,06037201302,201302,No,SPA 4 - Metro,District 1,10674481.4833984,14999.8811294119
8,06037201401,201401,No,SPA 4 - Metro,District 1,14080873.2832031,15489.9911046557
9,06037201402,201402,No,SPA 4 - Metro,District 1,20894870.6923828,19009.7794796171
10,06037139301,139301,No,SPA 2 - San Fernando,District 3,30843790.9990234,26908.0938781223
11,06037139302,139302,No,SPA 2 - San Fernando,District 3,3641075.10058594,7960.59053123008
12,06037139502,139502,No,SPA 2 - San Fernando,District 3,11275129.9736328,16958.941209557
13,06037139600,139600,No,SPA 2 - San Fernando,District 3,26665920.9003906,20761.2016729151
14,06037139701,139701,No,SPA 2 - San Fernando,District 3,36582493.9873047,32947.2954148535
15,06037139801,139801,No,SPA 2 - San Fernando,District 3,39455705.6474609,27688.9153431609
16,06037143400,143400,No,SPA 2 - San Fernando,District 3,18914823.4902344,21025.4392278242
17,06037143500,143500,No,SPA 2 - San Fernando,District 3,13327076.1669922,18907.6392948725
18,06037181000,181000,No,SPA 4 - Metro,District 1,44534127.6982422,37817.458645959
19,06037181500,181500,No,SPA 4 - Metro,District 1,11779775.4443359,17899.8199940035
20,06037181600,181600,No,SPA 4 - Metro,District 1,13454680.5849609,17952.9039138516
21,06037183101,183101,No,SPA 4 - Metro,District 1,10418565.6845703,17031.553973705
22,06037183220,183220,No,SPA 4 - Metro,District 1,5760984.87304688,13315.7455015623
23,06037183300,183300,No,SPA 4 - Metro,District 1,5826344.37109375,10264.3216493239
24,06037183510,183510,No,SPA 4 - Metro,District 1,5386503.6015625,10456.9049521348
25,06037183520,183520,Yes,SPA 4 - Metro,District 1,4603630.95117188,9181.87254041191
26,06037183610,183610,No,SPA 4 - Metro,District 1,4075528.43066406,9804.40067433458
27,06037192300,192300,No,SPA 4 - Metro,District 3,9466568.27929688,12502.5058841204
28,06037195400,195400,No,SPA 4 - Metro,District 1,11090240.6123047,17054.0229406455
29,06037183820,183820,Yes,SPA 4 - Metro,District 1,3322230.73144531,10487.5726441916
30,06037185100,185100,No,SPA 4 - Metro,District 1,24519841.2783203,25506.9032583216
31,06037185202,185202,No,SPA 4 - Metro,District 1,12978068.8486328,17415.3512103764
32,06037185310,185310,No,SPA 4 - Metro,District 1,4532369.890625,12164.1790826459
33,06037552700,552700,No,SPA 7 - East,District 4,14805978.7753906,16500.3101697911
34,06037552800,552800,No,SPA 7 - East,District 4,13926657.4677734,15865.659636627
35,06037553000,553000,No,SPA 7 - East,District 4,13607314,16264.1897477143
36,06037601402,601402,No,SPA 8 - South Bay,District 2,10584567.3916016,13265.2158075159
37,06037601502,601502,Yes,SPA 8 - South Bay,District 2,5283115.37109375,11514.4757577826
38,06037601600,601600,Yes,SPA 8 - South Bay,District 2,9821883.2265625,12866.0456297947
39,06037601700,601700,Yes,SPA 8 - South Bay,District 2,8405637.35546875,12703.1862760019
40,06037601801,601801,Yes,SPA 8 - South Bay,District 2,5239211.35253906,10548.5363577435
41,06037601802,601802,No,SPA 8 - South Bay,District 2,5211014.90136719,10562.9374732409
42,06037602002,602002,No,SPA 8 - South Bay,District 2,5763897.54199219,10775.754163471
43,06037602003,602003,No,SPA 8 - South Bay,District 2,6729134.26660156,10337.4009557148
44,06037602004,602004,No,SPA 8 - South Bay,District 2,6376532.9921875,10199.2085308349
45,06037602103,602103,No,SPA 8 - South Bay,District 2,8997950.96191406,11939.413137554
46,06037602104,602104,No,SPA 8 - South Bay,District 2,7760375.46777344,11489.5771606778
47,06037530700,530700,No,SPA 4 - Metro,District 1,11383409.6162109,17884.1692941499
48,06037530801,530801,No,SPA 7 - East,District 1,8278551.79589844,14508.5953239941
49,06037530802,530802,No,SPA 7 - East,District 1,6095832.62792969,14533.6741596861
50,06037530901,530901,No,SPA 7 - East,District 1,4780656.015625,8761.15085306001
51,06037531000,531000,No,SPA 7 - East,District 1,10758153.5,15826.8850173974
52,06037531102,531102,Yes,SPA 7 - East,District 1,5364456.94726563,9848.27692022769
53,06037531201,531201,Yes,SPA 7 - East,District 1,5977859.24414063,11143.5576339965
54,06037531301,531301,Yes,SPA 7 - East,District 1,8532657.78125,15266.0561135636
55,06037531302,531302,Yes,SPA 7 - East,District 1,9512667.86425781,15826.3094012674
56,06037541001,541001,No,SPA 8 - South Bay,District 2,28089721.8417969,21529.7454141798
57,06037702202,702202,No,SPA 5 - West,District 3,10907984.0361328,13838.4700987916
58,06037702300,702300,No,SPA 5 - West,District 3,27983192.0507813,21142.6801657715
59,06037901004,901004,No,SPA 1 - Antelope Valley,District 5,140927869.226563,53077.6682555037
60,06037901007,901007,No,SPA 1 - Antelope Valley,District 5,56077816.8007813,31617.3101571073
61,06037901101,901101,No,SPA 1 - Antelope Valley,District 5,56221612.2167969,31894.6133110991
62,06037901102,901102,No,SPA 1 - Antelope Valley,District 5,55011048.4140625,31486.118968811
63,06037276601,276601,No,SPA 5 - West,District 2,24108650.0205078,23283.3398208306
64,06037277000,277000,No,SPA 5 - West,District 2,24745922.4794922,21847.7459940653
65,06037920040,920040,No,SPA 2 - San Fernando,District 5,31861962.9052734,27203.3894819947
66,06037670500,670500,No,SPA 8 - South Bay,District 4,83413149.7617188,48187.1570905242
67,06037670701,670701,No,SPA 8 - South Bay,District 4,33169519.359375,35236.901383322
68,06037700200,700200,No,SPA 4 - Metro,District 3,7523651.03808594,14072.8662502742
69,06037700300,700300,No,SPA 4 - Metro,District 3,6535065.95214844,14233.8134814791
70,06037275500,275500,Yes,SPA 5 - West,District 2,8479364.31054688,11765.8860725007
71,06037462001,462001,Yes,SPA 3 - San Gabriel,District 5,5507624.68457031,10803.2238443292
72,06037463601,463601,No,SPA 3 - San Gabriel,District 5,9989947.97363281,12789.6219839435
73,06037920116,920116,No,SPA 2 - San Fernando,District 5,79906314.7460938,44200.7277190469
74,06037920119,920119,No,SPA 2 - San Fernando,District 5,54513107.3291016,34205.3917106029
75,06037920338,920338,No,SPA 2 - San Fernando,District 5,39988156.3017578,34169.6992838403
76,06037930301,930301,No,SPA 3 - San Gabriel,District 5,11114155988.8965,631251.585429706
77,06037221601,221601,Yes,SPA 6 - South,District 2,3981517.75097656,8298.43006947373
78,06037222001,222001,No,SPA 6 - South,District 2,5105293.14746094,9152.50954022052
79,06037237201,237201,No,SPA 6 - South,District 2,4880485.20605469,8888.39173015249
80,06037239201,239201,Yes,SPA 6 - South,District 2,4842417.28417969,8889.20071749171
81,06037239601,239601,Yes,SPA 6 - South,District 2,4545566.81640625,9594.70018366332
82,06037980019,980019,No,SPA 5 - West,District 3,476197474.672852,155767.636527367
83,06037980031,980031,No,SPA 8 - South Bay,District 4,279116207.944336,82569.8939652679
84,06037408503,408503,No,SPA 3 - San Gabriel,District 1,50482186.9550781,37512.1496085694
85,06037403303,403303,No,SPA 3 - San Gabriel,District 1,47945674.8779297,34796.3589767312
86,06037272100,272100,No,SPA 5 - West,District 3,12909180.8779297,14819.199932457
87,06037403403,403403,No,SPA 3 - San Gabriel,District 1,40365528.7255859,42216.9608333721
88,06037407302,407302,No,SPA 3 - San Gabriel,District 1,8652375.04199219,12289.712199706
89,06037530902,530902,No,SPA 7 - East,District 1,5630345.73144531,11786.8599182887
90,06037221110,221110,Yes,SPA 4 - Metro,District 1,2521209.39550781,6926.35380373945
91,06037212303,212303,Yes,SPA 4 - Metro,District 2,1675322.39746094,5219.25385861568
92,06037201200,201200,No,SPA 4 - Metro,District 1,4745344.70898438,10433.2498049056
93,06037191203,191203,Yes,SPA 4 - Metro,District 1,2208777.33496094,5985.14698302085
94,06037135201,135201,No,SPA 2 - San Fernando,District 3,16487042.0791016,18595.2000683683
95,06037119400,119400,No,SPA 2 - San Fernando,District 3,12071383.0800781,14163.224516252
96,06037113213,113213,No,SPA 2 - San Fernando,District 3,14001134.3876953,16855.5137288374
97,06037296600,296600,Yes,SPA 8 - South Bay,District 4,9063985.265625,12269.8715611035
98,06037575300,575300,Yes,SPA 8 - South Bay,District 4,6976564.23828125,10568.6410237397
99,06037406102,406102,No,SPA 3 - San Gabriel,District 1,17723099.78125,18747.0402543771
100,06037261101,261101,No,SPA 5 - West,District 3,71881045.3925781,63928.6668925577
101,06037554001,554001,No,SPA 7 - East,District 4,11655217.4355469,16116.5882296426
102,06037920013,920013,No,SPA 2 - San Fernando,District 5,90535775.40625,44717.0644284382
103,06037920312,920312,No,SPA 2 - San Fernando,District 5,137342675.763672,58038.0801129078
104,06037500201,500201,No,SPA 7 - East,District 4,77742673.796875,43197.7001660035
105,06037535501,535501,Yes,SPA 7 - East,District 4,5293204.421875,12074.2902010701
106,06037501600,501600,No,SPA 7 - East,District 4,105337722.396484,48230.9024833975
107,06037237300,237300,Yes,SPA 6 - South,District 2,10739283.6943359,13459.4831275748
108,06037408402,408402,No,SPA 3 - San Gabriel,District 1,124586412.013672,62506.2802342883
109,06037227010,227010,Yes,SPA 6 - South,District 2,6234438.03320313,11858.4767170142
110,06037219300,219300,Yes,SPA 6 - South,District 2,7016026.57714844,11233.6223018098
111,06037530301,530301,No,SPA 7 - East,District 1,6288819.60351563,11122.5904052243
112,06037204420,204420,Yes,SPA 4 - Metro,District 1,3251272.35546875,7655.41869990659
113,06037404701,404701,No,SPA 3 - San Gabriel,District 1,18286821.3662109,18271.0830860126
114,06037211320,211320,Yes,SPA 4 - Metro,District 2,2004977.21875,5674.50881755389
115,06037262301,262301,No,SPA 5 - West,District 3,140540824.675781,74504.4384335575
116,06037206300,206300,Yes,SPA 4 - Metro,District 1,6637586.94238281,13167.1657337876
117,06037267501,267501,No,SPA 5 - West,District 3,4885175.26660156,9067.55047708296
118,06037218120,218120,Yes,SPA 4 - Metro,District 2,4792162.65722656,8884.87354389798
119,06037209403,209403,Yes,SPA 4 - Metro,District 1,1487555.58691406,4882.44345036934
120,06037208902,208902,Yes,SPA 4 - Metro,District 1,1981074.27734375,5658.69510391908
121,06037212203,212203,Yes,SPA 4 - Metro,District 2,1144354.08203125,4500.8128574006
122,06037433901,433901,Yes,SPA 3 - San Gabriel,District 1,7759901.59765625,11249.3602789082
123,06037194200,194200,No,SPA 4 - Metro,District 3,28019872.2148438,29548.083770113
124,06037404901,404901,No,SPA 3 - San Gabriel,District 1,12290334.0732422,14576.7045589575
125,06037189701,189701,No,SPA 4 - Metro,District 5,46774534.4560547,39040.6058338818
126,06037183620,183620,No,SPA 4 - Metro,District 1,5569786.87792969,9445.37317487014
127,06037143800,143800,No,SPA 2 - San Fernando,District 5,28059430.1767578,36235.4891636689
128,06037139303,139303,No,SPA 2 - San Fernando,District 3,4472849.51953125,9039.50059690212
129,06037123410,123410,Yes,SPA 2 - San Fernando,District 3,5350547.04589844,9501.50657660776
130,06037120010,120010,No,SPA 2 - San Fernando,District 3,6087626.43261719,10236.1612152824
131,06037117510,117510,Yes,SPA 2 - San Fernando,District 3,3606833.3203125,8181.30606053811
132,06037576501,576501,Yes,SPA 8 - South Bay,District 4,3136672.63867188,7291.40479370482
133,06037294810,294810,Yes,SPA 8 - South Bay,District 4,3449897.04492188,7567.76843534217
134,06037573002,573002,Yes,SPA 8 - South Bay,District 4,3493340.04296875,7924.94116587868
135,06037571200,571200,No,SPA 8 - South Bay,District 4,28136793.7207031,21376.0385414521
136,06037400205,400205,No,SPA 3 - San Gabriel,District 5,254545365.640625,88576.6866187054
137,06037552900,552900,No,SPA 7 - East,District 4,14101549.0419922,16008.3356018472
138,06037603704,603704,No,SPA 8 - South Bay,District 2,6941975.04492188,10545.7838946666
139,06037242300,242300,Yes,SPA 6 - South,District 2,6781926.14160156,11506.7628011599
140,06037535503,535503,Yes,SPA 7 - East,District 4,3416350.03808594,7664.37637203487
141,06037534201,534201,Yes,SPA 7 - East,District 4,5490199.23144531,10320.1815540286
142,06037502302,502302,No,SPA 7 - East,District 4,8079063.32421875,14059.6869806748
143,06037541700,541700,No,SPA 6 - South,District 4,15074054.515625,17540.8755363269
144,06037533603,533603,Yes,SPA 7 - East,District 4,8686453.77636719,16313.6630494809
145,06037980015,980015,No,SPA 8 - South Bay,District 4,58235952.1943359,35820.1506384305
146,06037262601,262601,No,SPA 5 - West,District 3,38968307.015625,35450.3548126308
147,06037300100,300100,No,SPA 2 - San Fernando,District 5,49538266.6269531,30860.9945984962
148,06037300501,300501,No,SPA 2 - San Fernando,District 5,13677703.2578125,20363.7018942674
149,06037310701,310701,No,SPA 2 - San Fernando,District 5,5546692.86621094,11912.0079529828
150,06037310702,310702,No,SPA 2 - San Fernando,District 5,11324656.4658203,13525.4682397277
151,06037405101,405101,No,SPA 3 - San Gabriel,District 1,12068451.2744141,14792.0020914212
152,06037800408,800408,No,SPA 5 - West,District 3,230261035.390625,93376.5676376792
153,06037185320,185320,Yes,SPA 4 - Metro,District 1,6356703.82519531,14211.0465411284
154,06037481603,481603,No,SPA 3 - San Gabriel,District 1,7057784.484375,12084.7485221287
155,06037481001,481001,No,SPA 3 - San Gabriel,District 1,11297955.2753906,15896.2754402011
156,06037404600,404600,No,SPA 3 - San Gabriel,District 1,267758815.517578,131971.954725762
157,06037800326,800326,No,SPA 2 - San Fernando,District 3,453164745.242188,123085.877361883
158,06037800329,800329,No,SPA 2 - San Fernando,District 3,243027471.645508,84900.6510546144
159,06037800330,800330,No,SPA 2 - San Fernando,District 3,306347634.185547,122547.32699498
160,06037800406,800406,No,SPA 5 - West,District 3,1022531420.00293,194708.133049345
161,06037800410,800410,No,SPA 5 - West,District 3,416774733,127145.669445185
162,06037800504,800504,No,SPA 5 - West,District 3,264568515.630859,113101.305381822
163,06037800506,800506,No,SPA 5 - West,District 3,315771811.275391,99990.9922793366
164,06037186401,186401,Yes,SPA 4 - Metro,District 1,10372245.6162109,17895.7563786642
165,06037197200,197200,No,SPA 4 - Metro,District 1,8364430.11914063,14833.1417709268
166,06037197300,197300,No,SPA 4 - Metro,District 1,7042090.86816406,15215.6543152209
167,06037197410,197410,No,SPA 4 - Metro,District 1,14996986.3701172,18531.5880563429
168,06037197420,197420,No,SPA 4 - Metro,District 1,6625867.734375,11620.1398079243
169,06037197500,197500,No,SPA 4 - Metro,District 1,6893860.4375,10416.1302872351
170,06037197600,197600,No,SPA 4 - Metro,District 1,4179534.87402344,10403.4948852091
171,06037197700,197700,Yes,SPA 4 - Metro,District 1,7553640.91210938,13927.2622656561
172,06037199000,199000,No,SPA 4 - Metro,District 1,16798015.8095703,19033.8635230518
173,06037199110,199110,No,SPA 4 - Metro,District 1,9708559.82519531,14255.8049491902
174,06037187102,187102,Yes,SPA 4 - Metro,District 1,23579786.2675781,38378.6991937068
175,06037187200,187200,No,SPA 4 - Metro,District 1,10239846.9238281,15559.6561392198
176,06037187300,187300,No,SPA 4 - Metro,District 1,12580986.6396484,19454.9120576964
177,06037236400,236400,No,SPA 6 - South,District 2,14429101.3203125,19388.9599555708
178,06037237500,237500,Yes,SPA 6 - South,District 2,3631027.8125,8245.23339820355
179,06037213201,213201,Yes,SPA 4 - Metro,District 2,3605253.45605469,8208.73857762052
180,06037213202,213202,Yes,SPA 4 - Metro,District 2,3637318.75683594,8141.43572855068
181,06037128302,128302,Yes,SPA 2 - San Fernando,District 3,7414485.41210938,12437.5243626808
182,06037134306,134306,No,SPA 2 - San Fernando,District 3,6671154.88183594,10337.909846585
183,06037900900,900900,No,SPA 1 - Antelope Valley,District 5,2298915588.84277,198250.912092972
184,06037119320,119320,No,SPA 2 - San Fernando,District 3,5345155.57910156,9352.1331167645
185,06037920326,920326,No,SPA 2 - San Fernando,District 5,734268371.913086,155569.590435876
186,06037910403,910403,Yes,SPA 1 - Antelope Valley,District 5,13516370.3789063,16063.5711178995
187,06037294520,294520,No,SPA 8 - South Bay,District 4,5211211.27441406,9527.66446368581
188,06037573202,573202,No,SPA 8 - South Bay,District 4,6987055.93164063,10572.6479394818
189,06037599100,599100,No,,,15464631391.8369,778098.154523734
190,06037500100,500100,No,SPA 7 - East,District 4,106840359.546875,51450.5329819345
191,06037554511,554511,No,SPA 7 - East,District 4,25458078.8691406,19917.5700284448
192,06037542200,542200,Yes,SPA 6 - South,District 2,14902104.1757813,17021.4105026362
193,06037213310,213310,No,SPA 4 - Metro,District 2,3359268.734375,7825.23735562967
194,06037213320,213320,Yes,SPA 4 - Metro,District 2,3352280.59375,7850.5878825061
195,06037213401,213401,Yes,SPA 4 - Metro,District 2,2110768.91894531,6327.27422495143
196,06037214700,214700,No,SPA 4 - Metro,District 3,6386540.36132813,10225.8323646984
197,06037214800,214800,No,SPA 4 - Metro,District 3,6209400.27539063,11243.4801439175
198,06037216100,216100,No,SPA 4 - Metro,District 2,7265868.6015625,11195.402661302
199,06037216200,216200,No,SPA 4 - Metro,District 2,10380728.78125,13967.3122220688
200,06037216300,216300,No,SPA 4 - Metro,District 2,13700729.0712891,18947.3795127886
201,06037216700,216700,No,SPA 4 - Metro,District 2,8373696.29296875,11709.653539341
202,06037532102,532102,No,SPA 7 - East,District 1,10995567.8085938,13604.829201854
203,06037480201,480201,No,SPA 3 - San Gabriel,District 1,16487730.6113281,19152.9523039256
204,06037430501,430501,No,SPA 3 - San Gabriel,District 5,50744579.5654297,33044.1395283841
205,06037213402,213402,Yes,SPA 4 - Metro,District 2,4217750.29394531,8305.57938929934
206,06037214000,214000,No,SPA 4 - Metro,District 3,10887810.5732422,13352.8959970122
207,06037214100,214100,No,SPA 4 - Metro,District 2,11929138.3632813,14127.6878458443
208,06037214400,214400,No,SPA 4 - Metro,District 3,3705377.33691406,7957.45733088493
209,06037216800,216800,No,SPA 4 - Metro,District 2,7963488.42675781,11547.7847142895
210,06037216900,216900,No,SPA 4 - Metro,District 2,11781573.1416016,15088.4860155054
211,06037217100,217100,No,SPA 4 - Metro,District 2,9664107.94140625,12909.2137466999
212,06037217200,217200,No,SPA 4 - Metro,District 2,9892604.83691406,15006.4887045559
213,06037218110,218110,No,SPA 4 - Metro,District 2,6443242.09570313,12758.8563100515
214,06037218210,218210,Yes,SPA 4 - Metro,District 2,4181546.29980469,8771.28053868177
215,06037218220,218220,No,SPA 4 - Metro,District 2,7241641.64746094,11685.4751953659
216,06037218300,218300,No,SPA 4 - Metro,District 2,9696120.90917969,17311.9468665218
217,06037218400,218400,No,SPA 6 - South,District 2,7068249.54882813,12186.9978966189
218,06037218500,218500,No,SPA 6 - South,District 2,5632253.48730469,11047.4082436599
219,06037218600,218600,No,SPA 6 - South,District 2,4635201.61328125,8987.92736110265
220,06037218900,218900,Yes,SPA 6 - South,District 2,7571353.92675781,11505.7198201805
221,06037219020,219020,No,SPA 6 - South,District 2,7819932.02539063,11239.4544830686
222,06037271702,271702,No,SPA 5 - West,District 3,7604859.16992188,13325.6822502505
223,06037531202,531202,No,SPA 7 - East,District 1,4814912.72753906,10576.9732063609
224,06037224410,224410,Yes,SPA 6 - South,District 2,4878835.60644531,10535.0544147028
225,06037267404,267404,No,SPA 5 - West,District 3,3061673.52246094,7371.04327844641
226,06037267300,267300,No,SPA 5 - West,District 3,4631659.71875,8676.53927401277
227,06037218800,218800,No,SPA 6 - South,District 2,4430886.00585938,9005.06537533788
228,06037209401,209401,Yes,SPA 4 - Metro,District 1,2321352.55761719,6370.71257202256
229,06037571503,571503,No,SPA 8 - South Bay,District 4,9785120.57226563,15094.3451812051
230,06037920106,920106,No,SPA 2 - San Fernando,District 5,503508144.93457,106241.307695222
231,06037219500,219500,No,SPA 6 - South,District 2,6001852.04882813,10424.7034061145
232,06037219800,219800,Yes,SPA 6 - South,District 2,4802120.48339844,9746.01750660658
233,06037220000,220000,No,SPA 6 - South,District 2,10460254.6796875,12777.7107924435
234,06037220100,220100,No,SPA 6 - South,District 2,10552863.8574219,16990.5975366762
235,06037221120,221120,Yes,SPA 4 - Metro,District 1,3417542.64550781,7524.85175928441
236,06037221210,221210,Yes,SPA 4 - Metro,District 2,3861959.83105469,8419.21242163146
237,06037221220,221220,No,SPA 4 - Metro,District 2,7097658.14550781,10529.4777746938
238,06037232300,232300,Yes,SPA 6 - South,District 2,6768010.0234375,11548.1229872713
239,06037232400,232400,No,SPA 6 - South,District 2,11979836.3974609,13909.3676321426
240,06037232500,232500,Yes,SPA 6 - South,District 2,8263480.37792969,11962.4356315049
241,06037232600,232600,Yes,SPA 6 - South,District 2,8560439.02539063,12280.3926060021
242,06037232700,232700,Yes,SPA 6 - South,District 2,7870718.13671875,11504.1877469195
243,06037232800,232800,Yes,SPA 6 - South,District 2,4592442.83984375,8716.84535818007
244,06037234000,234000,No,SPA 6 - South,District 2,13367568.2841797,17575.2782524251
245,06037234200,234200,No,SPA 6 - South,District 2,9503588.81835938,13022.716996096
246,06037540201,540201,Yes,SPA 7 - East,District 4,2807089.83886719,10415.367186972
247,06037240600,240600,Yes,SPA 6 - South,District 2,7275157.38671875,11292.4420796351
248,06037534102,534102,Yes,SPA 7 - East,District 4,8610503.07324219,14786.7223505943
249,06037239310,239310,Yes,SPA 6 - South,District 2,5757262.38183594,9679.36833769122
250,06037532400,532400,No,SPA 7 - East,District 4,139290921.25,68955.310477285
251,06037532800,532800,Yes,SPA 6 - South,District 2,5931393.33398438,10039.0798571455
252,06037501501,501501,No,SPA 7 - East,District 4,67307213.0146484,48962.9681225666
253,06037408202,408202,No,SPA 3 - San Gabriel,District 1,112859931.90332,66799.7334270901
254,06037408137,408137,No,SPA 3 - San Gabriel,District 1,8942495.99511719,14267.310463458
255,06037403408,403408,No,SPA 3 - San Gabriel,District 1,34146146.1113281,25928.5481150977
256,06037407400,407400,No,SPA 3 - San Gabriel,District 1,6533820.27929688,10292.9901665238
257,06037407701,407701,Yes,SPA 3 - San Gabriel,District 1,12211413.3261719,15504.9063739646
258,06037407702,407702,No,SPA 3 - San Gabriel,District 1,21542126.8701172,23340.9585222965
259,06037407900,407900,No,SPA 3 - San Gabriel,District 1,16103339.9443359,17543.6099762801
260,06037431100,431100,No,SPA 3 - San Gabriel,District 5,32457311.1914063,26322.5429539956
261,06037430721,430721,No,SPA 3 - San Gabriel,District 5,43845959.6533203,31784.523849021
262,06037430802,430802,No,SPA 3 - San Gabriel,District 5,19982927.0273438,19705.6936190223
263,06037430803,430803,No,SPA 3 - San Gabriel,District 5,24527700.0351563,21840.254146301
264,06037431001,431001,No,SPA 3 - San Gabriel,District 5,18947954.0322266,22871.5119050943
265,06037431002,431002,No,SPA 3 - San Gabriel,District 5,14703289.25,17607.7130301293
266,06037460502,460502,No,SPA 2 - San Fernando,District 5,28136711.6455078,30368.7308377518
267,06037402403,402403,No,SPA 3 - San Gabriel,District 1,21876056.3779297,31893.7467266163
268,06037408133,408133,No,SPA 3 - San Gabriel,District 1,11379434.2197266,18412.2344647929
269,06037460600,460600,No,SPA 2 - San Fernando,District 5,45714719.9785156,37264.5899129533
270,06037400304,400304,No,SPA 3 - San Gabriel,District 5,33818493.4794922,33560.6137682029
271,06037276000,276000,No,SPA 5 - West,District 2,25171416.3574219,22610.582606649
272,06037276100,276100,No,SPA 5 - West,District 2,10602297.2666016,25883.1604067386
273,06037276400,276400,No,SPA 5 - West,District 2,13734682.7841797,16202.1109375823
274,06037276500,276500,No,SPA 5 - West,District 2,12830486.0166016,15367.4227698324
275,06037402404,402404,No,SPA 3 - San Gabriel,District 1,45124198.6035156,37144.9505749022
276,06037402501,402501,Yes,SPA 3 - San Gabriel,District 1,10935142.1640625,16013.7862902773
277,06037402502,402502,Yes,SPA 3 - San Gabriel,District 1,15872828.5488281,18117.791901584
278,06037402600,402600,No,SPA 3 - San Gabriel,District 1,24562747.5800781,22637.0029563926
279,06037402702,402702,Yes,SPA 3 - San Gabriel,District 1,16150852.9873047,18413.8119092914
280,06037277400,277400,No,SPA 5 - West,District 2,6877725.66503906,10438.6971761281
281,06037240020,240020,Yes,SPA 6 - South,District 2,7748292.72460938,12850.8843675683
282,06037533103,533103,Yes,SPA 7 - East,District 4,3728161.99121094,7949.53073700812
283,06037402703,402703,No,SPA 3 - San Gabriel,District 1,11586119.1533203,18832.9183023335
284,06037403600,403600,No,SPA 3 - San Gabriel,District 1,52983632.171875,38317.3012630253
285,06037403702,403702,No,SPA 3 - San Gabriel,District 1,18428231.1669922,18852.85469928
286,06037403703,403703,No,SPA 3 - San Gabriel,District 1,23262528.5439453,22647.4038345285
287,06037403721,403721,No,SPA 3 - San Gabriel,District 1,20440719.9970703,20616.6315298098
288,06037403722,403722,No,SPA 3 - San Gabriel,District 1,19410067.6611328,18585.3419562634
289,06037920328,920328,No,SPA 2 - San Fernando,District 5,25861019.2880859,20861.3128083085
290,06037920329,920329,No,SPA 2 - San Fernando,District 5,23644828.2861328,20903.1107818144
291,06037920330,920330,No,SPA 2 - San Fernando,District 5,35486326.9003906,24061.7911974756
292,06037265510,265510,Yes,SPA 5 - West,District 3,4127578.02539063,8294.46030663318
293,06037920334,920334,No,SPA 2 - San Fernando,District 5,30156148.6572266,22413.2567351113
294,06037141500,141500,No,SPA 2 - San Fernando,District 3,35858565.9990234,31690.6644226956
295,06037192420,192420,No,SPA 4 - Metro,District 3,3497166.15917969,7935.45350963746
296,06037221302,221302,No,SPA 4 - Metro,District 2,4974458.96386719,10183.1033871698
297,06037231500,231500,No,SPA 6 - South,District 2,9894305.6875,12798.5165336442
298,06037430723,430723,No,SPA 3 - San Gabriel,District 5,5235291.41699219,12934.5540724347
299,06037432901,432901,No,SPA 3 - San Gabriel,District 1,12213303.390625,14095.2093043356
300,06037700400,700400,No,SPA 4 - Metro,District 3,14164288.3222656,21301.4441440844
301,06037900804,900804,Yes,SPA 1 - Antelope Valley,District 5,15877840.9970703,16713.2426706313
302,06037900805,900805,No,SPA 1 - Antelope Valley,District 5,28395563.1308594,21300.462023103
303,06037900806,900806,Yes,SPA 1 - Antelope Valley,District 5,19327049.34375,17961.4523822038
304,06037301100,301100,No,SPA 2 - San Fernando,District 5,14474900.3896484,18435.345243011
305,06037301204,301204,No,SPA 2 - San Fernando,District 5,4401250.36328125,8682.85878733063
306,06037301300,301300,No,SPA 2 - San Fernando,District 5,12537926.1523438,19797.0578829375
307,06037302102,302102,No,SPA 2 - San Fernando,District 5,11167207.1386719,18320.2101331047
308,06037302104,302104,No,SPA 2 - San Fernando,District 5,6128932.0234375,12263.7871438627
309,06037302201,302201,Yes,SPA 2 - San Fernando,District 5,5356510.09570313,10679.6714719421
310,06037302301,302301,No,SPA 2 - San Fernando,District 5,7540439.8515625,13199.0993926941
311,06037700600,700600,No,SPA 5 - West,District 3,61182491.8242188,47176.3867717877
312,06037910502,910502,Yes,SPA 1 - Antelope Valley,District 5,21564768.2900391,18776.368871731
313,06037920033,920033,No,SPA 2 - San Fernando,District 5,37029287.2285156,29355.0150231916
314,06037302302,302302,No,SPA 2 - San Fernando,District 5,6813634.22753906,12078.2345881968
315,06037920042,920042,No,SPA 2 - San Fernando,District 5,40474350.5058594,39444.1474175889
316,06037700700,700700,No,SPA 5 - West,District 3,37997769.7119141,32341.1292633289
317,06037310300,310300,No,SPA 2 - San Fernando,District 5,11421840.6923828,18611.3591434528
318,06037310400,310400,No,SPA 2 - San Fernando,District 5,15141126.6835938,20340.4888145732
319,06037900704,900704,No,SPA 1 - Antelope Valley,District 5,55724343.5166016,31784.7939704908
